bbox,track_id,object_name,time_date,bbox_image_path,confidence,score
"[302, 465, 403, 535]",3.0,car,2025-05-11__14_11_11_795279,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_11_795279.jpg,0.7560732960700989,0.6060511992731071
"[987, 196, 1277, 288]",4.0,train,2025-05-11__14_11_11_796302,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_11_796302.jpg,0.6013144254684448,0.0
"[554, 331, 590, 362]",5.0,car,2025-05-11__14_11_11_797291,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_11_797291.jpg,0.5065771341323853,0.6584228519875769
"[204, 402, 314, 493]",6.0,truck,2025-05-11__14_11_11_798276,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_11_798276.jpg,0.4354457557201385,0.7482654911129278
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_11_799275,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_11_799275.jpg,0.2724683582782745,0.2385627352416476
"[411, 293, 485, 357]",8.0,bus,2025-05-11__14_11_11_800275,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_11_800275.jpg,0.4653124511241913,0.6595734610677869
"[455, 340, 507, 388]",9.0,truck,2025-05-11__14_11_11_801276,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_11_801276.jpg,0.3557122647762298,-0.3632286969736944
"[453, 341, 508, 390]",12.0,car,2025-05-11__14_11_11_802274,processed_video\Video1\bbox_images\12.0_2025-05-11__14_11_11_802274.jpg,0.322891891002655,-0.3313977403235616
"[438, 485, 529, 563]",1.0,car,2025-05-11__14_11_12_138030,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_12_138030.jpg,0.7525277733802795,1.0712685452340909
"[519, 388, 566, 432]",2.0,car,2025-05-11__14_11_12_139015,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_12_139015.jpg,0.7057746648788452,0.7899864343735372
"[311, 458, 409, 528]",3.0,car,2025-05-11__14_11_12_140014,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_12_140014.jpg,0.7683468461036682,0.6283868011651269
"[987, 196, 1277, 288]",4.0,train,2025-05-11__14_11_12_141020,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_12_141020.jpg,0.5941155552864075,0.0
"[556, 329, 590, 360]",5.0,car,2025-05-11__14_11_12_141020,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_12_141020.jpg,0.4977803230285644,0.623716890822539
"[211, 398, 318, 489]",6.0,truck,2025-05-11__14_11_12_142021,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_12_142021.jpg,0.5470436215400696,0.7591723616808297
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_12_143020,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_12_143020.jpg,0.2823797464370727,0.2377617150307117
"[414, 293, 487, 354]",8.0,bus,2025-05-11__14_11_12_144020,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_12_144020.jpg,0.3682271540164947,0.6822288505891222
"[458, 337, 509, 388]",9.0,car,2025-05-11__14_11_12_145020,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_12_145020.jpg,0.4494113624095917,0.2512576411362858
"[37, 655, 220, 719]",17.0,car,2025-05-11__14_11_12_146020,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_12_146020.jpg,0.598674476146698,0.8712144817349885
"[443, 479, 530, 554]",1.0,car,2025-05-11__14_11_12_499752,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_12_499752.jpg,0.8167698979377747,1.02650430360624
"[521, 384, 567, 428]",2.0,car,2025-05-11__14_11_12_501751,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_12_501751.jpg,0.7678245902061462,0.7621425050212638
"[319, 452, 415, 519]",3.0,car,2025-05-11__14_11_12_502748,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_12_502748.jpg,0.8094075322151184,0.6008378090173712
"[987, 196, 1278, 288]",4.0,train,2025-05-11__14_11_12_503750,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_12_503750.jpg,0.5946218371391296,0.0
"[556, 328, 589, 358]",5.0,car,2025-05-11__14_11_12_505752,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_12_505752.jpg,0.4701780974864959,0.5807275177038691
"[221, 397, 322, 484]",6.0,truck,2025-05-11__14_11_12_506751,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_12_506751.jpg,0.4383996129035949,0.0471699738241589
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_12_506751,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_12_506751.jpg,0.2844093441963196,0.2369661810978507
"[418, 292, 487, 353]",8.0,bus,2025-05-11__14_11_12_508750,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_12_508750.jpg,0.5089264512062073,0.6735437125795344
"[461, 337, 510, 384]",9.0,car,2025-05-11__14_11_12_509757,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_12_509757.jpg,0.538275420665741,0.2336229250061257
"[40, 647, 240, 719]",17.0,car,2025-05-11__14_11_12_510753,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_12_510753.jpg,0.7265128493309021,0.8753519527185638
"[0, 624, 45, 701]",22.0,car,2025-05-11__14_11_12_512752,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_12_512752.jpg,0.5046060681343079,0.8517299736421707
"[221, 397, 322, 485]",23.0,bus,2025-05-11__14_11_12_513753,processed_video\Video1\bbox_images\23.0_2025-05-11__14_11_12_513753.jpg,0.3618483543395996,0.0447220969588697
"[446, 476, 530, 548]",1.0,car,2025-05-11__14_11_12_895297,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_12_895297.jpg,0.8262224197387695,0.9912643308763875
"[522, 383, 569, 425]",2.0,car,2025-05-11__14_11_12_896296,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_12_896296.jpg,0.7709452509880066,0.7871020938840979
"[324, 449, 417, 515]",3.0,car,2025-05-11__14_11_12_897296,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_12_897296.jpg,0.8577803373336792,0.5932703923338837
"[987, 196, 1278, 288]",4.0,train,2025-05-11__14_11_12_898295,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_12_898295.jpg,0.5954229831695557,0.0
"[557, 328, 590, 357]",5.0,car,2025-05-11__14_11_12_899296,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_12_899296.jpg,0.4276323914527893,0.5879591105025199
"[224, 396, 326, 482]",6.0,truck,2025-05-11__14_11_12_900295,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_12_900295.jpg,0.5170633792877197,0.0270044914461352
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_12_901281,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_12_901281.jpg,0.2664098441600799,0.2361759326310748
"[418, 292, 488, 352]",8.0,bus,2025-05-11__14_11_12_902280,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_12_902280.jpg,0.4746741056442261,0.6753989850898555
"[462, 337, 510, 382]",9.0,car,2025-05-11__14_11_12_903289,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_12_903289.jpg,0.5252724885940552,0.217261232326553
"[44, 641, 249, 718]",17.0,car,2025-05-11__14_11_12_904283,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_12_904283.jpg,0.738752543926239,0.8327950627150205
"[0, 620, 54, 700]",22.0,car,2025-05-11__14_11_12_905282,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_12_905282.jpg,0.5411288142204285,0.7505066977778924
"[224, 396, 326, 484]",23.0,bus,2025-05-11__14_11_12_906279,processed_video\Video1\bbox_images\23.0_2025-05-11__14_11_12_906279.jpg,0.3079295754432678,0.0243816599150737
"[449, 470, 533, 543]",1.0,car,2025-05-11__14_11_13_280670,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_13_280670.jpg,0.7737569212913513,1.004006390521302
"[525, 381, 570, 421]",2.0,car,2025-05-11__14_11_13_282657,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_13_282657.jpg,0.7779933214187622,0.7695785123792352
"[332, 445, 422, 507]",3.0,car,2025-05-11__14_11_13_283657,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_13_283657.jpg,0.7712997198104858,0.5966716074722608
"[987, 196, 1278, 288]",4.0,train,2025-05-11__14_11_13_284657,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_13_284657.jpg,0.5951945781707764,0.0
"[557, 327, 591, 355]",5.0,car,2025-05-11__14_11_13_285656,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_13_285656.jpg,0.4313328564167022,0.5842203460913067
"[232, 393, 330, 477]",6.0,truck,2025-05-11__14_11_13_286657,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_13_286657.jpg,0.5714706182479858,0.6887903378589475
"[673, 298, 696, 313]",7.0,car,2025-05-11__14_11_13_286657,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_13_286657.jpg,0.2990117967128753,0.2732468449230696
"[421, 292, 489, 350]",8.0,bus,2025-05-11__14_11_13_287656,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_13_287656.jpg,0.3835107684135437,0.6619154617929482
"[466, 335, 514, 381]",9.0,car,2025-05-11__14_11_13_288658,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_13_288658.jpg,0.5534482002258301,0.2581042455690454
"[60, 627, 262, 719]",17.0,car,2025-05-11__14_11_13_289655,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_13_289655.jpg,0.792630672454834,0.8474183155214797
"[0, 604, 70, 699]",22.0,car,2025-05-11__14_11_13_289655,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_13_289655.jpg,0.5337808132171631,0.7489413637541997
"[455, 464, 532, 533]",1.0,car,2025-05-11__14_11_13_672635,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_13_672635.jpg,0.7466888427734375,0.930030021757178
"[526, 377, 571, 417]",2.0,car,2025-05-11__14_11_13_673617,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_13_673617.jpg,0.7376834154129028,0.743032308343277
"[338, 440, 427, 499]",3.0,car,2025-05-11__14_11_13_674616,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_13_674616.jpg,0.7771631479263306,0.5837436092836326
"[987, 197, 1278, 289]",4.0,train,2025-05-11__14_11_13_675617,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_13_675617.jpg,0.6049430966377258,0.0
"[558, 325, 592, 353]",5.0,car,2025-05-11__14_11_13_675617,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_13_675617.jpg,0.4971273839473724,0.5898435368993616
"[239, 389, 336, 472]",6.0,truck,2025-05-11__14_11_13_676815,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_13_676815.jpg,0.3744529187679291,0.0121432259423153
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_13_678318,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_13_678318.jpg,0.2242759764194488,0.2346112911242198
"[424, 292, 493, 350]",8.0,bus,2025-05-11__14_11_13_679345,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_13_679345.jpg,0.4179239869117737,0.6106885590839632
"[469, 333, 517, 377]",9.0,car,2025-05-11__14_11_13_680326,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_13_680326.jpg,0.4730778634548187,0.2282005034248596
"[67, 611, 278, 717]",17.0,car,2025-05-11__14_11_13_681327,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_13_681327.jpg,0.7536929845809937,0.7915564927328858
"[0, 594, 89, 704]",22.0,car,2025-05-11__14_11_13_682327,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_13_682327.jpg,0.7098473906517029,0.6728070805036939
"[239, 390, 336, 472]",32.0,bus,2025-05-11__14_11_13_684330,processed_video\Video1\bbox_images\32.0_2025-05-11__14_11_13_684330.jpg,0.3702171146869659,0.0122913140635631
"[457, 462, 533, 530]",1.0,car,2025-05-11__14_11_14_060025,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_14_060025.jpg,0.787061870098114,0.9235253965901928
"[527, 375, 572, 415]",2.0,car,2025-05-11__14_11_14_063030,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_14_063030.jpg,0.7345125079154968,0.7467582880920329
"[343, 436, 429, 497]",3.0,car,2025-05-11__14_11_14_064030,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_14_064030.jpg,0.7840825915336609,0.5824470556344585
"[988, 197, 1278, 289]",4.0,train,2025-05-11__14_11_14_064030,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_14_064030.jpg,0.6023110747337341,0.0
"[558, 323, 592, 352]",5.0,car,2025-05-11__14_11_14_065030,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_14_065030.jpg,0.5056434273719788,0.5794399013511029
"[243, 388, 338, 470]",6.0,bus,2025-05-11__14_11_14_066030,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_14_066030.jpg,0.3979832828044891,0.0011846149777026
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_14_067030,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_14_067030.jpg,0.2466272264719009,0.2338367540620493
"[426, 292, 492, 349]",8.0,bus,2025-05-11__14_11_14_068030,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_14_068030.jpg,0.4467828869819641,0.6076517704256845
"[471, 332, 518, 374]",9.0,car,2025-05-11__14_11_14_069029,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_14_069029.jpg,0.4975844919681549,0.2197537682550903
"[70, 603, 284, 717]",17.0,car,2025-05-11__14_11_14_069029,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_14_069029.jpg,0.7965986728668213,0.769816833490472
"[0, 588, 99, 705]",22.0,car,2025-05-11__14_11_14_070383,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_14_070383.jpg,0.7602526545524597,0.6369389033249904
"[242, 388, 338, 471]",32.0,truck,2025-05-11__14_11_14_071405,processed_video\Video1\bbox_images\32.0_2025-05-11__14_11_14_071405.jpg,0.4106195271015167,-0.0015173961035391
"[461, 456, 535, 523]",1.0,car,2025-05-11__14_11_14_469140,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_14_469140.jpg,0.682971715927124,0.909807456407977
"[529, 373, 573, 412]",2.0,car,2025-05-11__14_11_14_470142,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_14_470142.jpg,0.7213441729545593,0.7394704398977511
"[348, 431, 433, 490]",3.0,car,2025-05-11__14_11_14_472139,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_14_472139.jpg,0.875041663646698,0.5725910805185771
"[988, 197, 1278, 289]",4.0,train,2025-05-11__14_11_14_473139,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_14_473139.jpg,0.6003918051719666,0.0
"[558, 322, 593, 349]",5.0,car,2025-05-11__14_11_14_474140,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_14_474140.jpg,0.6147143840789795,0.5828364748639863
"[250, 387, 343, 466]",6.0,truck,2025-05-11__14_11_14_475136,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_14_475136.jpg,0.4477035999298095,0.650805321978329
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_14_477146,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_14_477146.jpg,0.2739397287368774,0.2330673479598819
"[427, 291, 494, 347]",8.0,bus,2025-05-11__14_11_14_478141,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_14_478141.jpg,0.5124281644821167,0.6138772647722628
"[473, 330, 520, 370]",9.0,car,2025-05-11__14_11_14_480142,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_14_480142.jpg,0.3421523571014404,0.1983451217688876
"[105, 588, 297, 717]",17.0,car,2025-05-11__14_11_14_482142,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_14_482142.jpg,0.839384138584137,0.8733299338569063
"[0, 578, 113, 693]",22.0,car,2025-05-11__14_11_14_483140,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_14_483140.jpg,0.7946719527244568,0.7934686774000927
"[464, 451, 540, 517]",1.0,car,2025-05-11__14_11_14_869738,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_14_869738.jpg,0.7730871438980103,0.9502477087263222
"[532, 371, 573, 409]",2.0,car,2025-05-11__14_11_14_870746,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_14_870746.jpg,0.7913506627082825,0.7080983902086785
"[353, 427, 435, 484]",3.0,car,2025-05-11__14_11_14_872212,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_14_872212.jpg,0.7454531788825989,0.5550891973226257
"[988, 197, 1278, 289]",4.0,train,2025-05-11__14_11_14_872212,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_14_872212.jpg,0.5995178818702698,0.0
"[560, 320, 593, 347]",5.0,car,2025-05-11__14_11_14_873219,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_14_873219.jpg,0.6308223605155945,0.5590402332663983
"[257, 385, 347, 463]",6.0,bus,2025-05-11__14_11_14_874221,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_14_874221.jpg,0.6084491014480591,0.6413528163043103
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_14_875233,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_14_875233.jpg,0.2282733172178268,0.2323030120531725
"[431, 290, 496, 345]",8.0,bus,2025-05-11__14_11_14_876733,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_14_876733.jpg,0.5066652894020081,0.5998788322244129
"[476, 328, 520, 369]",9.0,car,2025-05-11__14_11_14_877743,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_14_877743.jpg,0.3545908331871032,0.1923201390912906
"[132, 577, 311, 706]",17.0,car,2025-05-11__14_11_14_878745,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_14_878745.jpg,0.8398370146751404,0.868783700952475
"[0, 568, 127, 678]",22.0,car,2025-05-11__14_11_14_878745,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_14_878745.jpg,0.8399592041969299,0.796374690554331
"[303, 674, 438, 719]",38.0,car,2025-05-11__14_11_14_880201,processed_video\Video1\bbox_images\38.0_2025-05-11__14_11_14_880201.jpg,0.7388138771057129,1.1503550449411355
"[465, 448, 540, 514]",1.0,car,2025-05-11__14_11_15_225812,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_15_225812.jpg,0.7776177525520325,0.926442993398434
"[533, 370, 573, 406]",2.0,car,2025-05-11__14_11_15_226796,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_15_226796.jpg,0.7487991452217102,0.6737099101021502
"[359, 425, 437, 481]",3.0,car,2025-05-11__14_11_15_227851,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_15_227851.jpg,0.7148630619049072,0.5521176934361658
"[988, 197, 1277, 289]",4.0,train,2025-05-11__14_11_15_227851,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_15_227851.jpg,0.6001322865486145,0.0
"[560, 319, 593, 346]",5.0,car,2025-05-11__14_11_15_230346,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_15_230346.jpg,0.5600374937057495,0.5561807754412454
"[260, 383, 349, 462]",6.0,bus,2025-05-11__14_11_15_231345,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_15_231345.jpg,0.6375154852867126,0.6446179556452815
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_15_232346,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_15_232346.jpg,0.2272180616855621,0.2315437603952196
"[433, 289, 496, 345]",8.0,bus,2025-05-11__14_11_15_233345,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_15_233345.jpg,0.5483454465866089,0.6028116806981147
"[477, 328, 521, 368]",9.0,car,2025-05-11__14_11_15_234348,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_15_234348.jpg,0.299145758152008,0.19613594818476
"[145, 570, 318, 695]",17.0,car,2025-05-11__14_11_15_235344,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_15_235344.jpg,0.8659808039665222,0.8446986397446027
"[0, 562, 135, 668]",22.0,car,2025-05-11__14_11_15_236345,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_15_236345.jpg,0.8246679306030273,0.8040874383954193
"[303, 666, 443, 719]",38.0,car,2025-05-11__14_11_15_237347,processed_video\Video1\bbox_images\38.0_2025-05-11__14_11_15_237347.jpg,0.727999210357666,1.1061978337840888
"[469, 443, 540, 507]",1.0,car,2025-05-11__14_11_15_610636,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_15_610636.jpg,0.7277752161026001,0.8877209241590703
"[535, 368, 574, 402]",2.0,car,2025-05-11__14_11_15_611638,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_15_611638.jpg,0.7256512641906738,0.6551697329040705
"[366, 421, 435, 475]",3.0,car,2025-05-11__14_11_15_612655,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_15_612655.jpg,0.6531447172164917,0.5136138378603964
"[988, 197, 1278, 289]",4.0,train,2025-05-11__14_11_15_613673,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_15_613673.jpg,0.6017606258392334,0.0
"[561, 318, 594, 345]",5.0,car,2025-05-11__14_11_15_614886,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_15_614886.jpg,0.5340073704719543,0.5671872654448298
"[266, 381, 353, 457]",6.0,bus,2025-05-11__14_11_15_615901,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_15_615901.jpg,0.5277200937271118,0.648024117727178
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_15_616950,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_15_616950.jpg,0.2224096357822418,0.2307894264950661
"[434, 288, 498, 343]",8.0,truck,2025-05-11__14_11_15_616950,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_15_616950.jpg,0.5500346422195435,-0.0211888838995889
"[479, 327, 523, 366]",9.0,car,2025-05-11__14_11_15_617908,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_15_617908.jpg,0.3403311669826507,0.1220766472138138
"[164, 558, 325, 676]",17.0,car,2025-05-11__14_11_15_618901,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_15_618901.jpg,0.8199195861816406,0.8193747619102454
"[0, 553, 147, 654]",22.0,car,2025-05-11__14_11_15_619908,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_15_619908.jpg,0.8099935054779053,0.8255439589404
"[307, 650, 450, 719]",38.0,car,2025-05-11__14_11_15_620901,processed_video\Video1\bbox_images\38.0_2025-05-11__14_11_15_620901.jpg,0.7370303273200989,1.102612090890044
"[434, 288, 498, 343]",45.0,bus,2025-05-11__14_11_15_620901,processed_video\Video1\bbox_images\45.0_2025-05-11__14_11_15_620901.jpg,0.495714396238327,-0.0211888838995889
"[473, 439, 544, 501]",1.0,car,2025-05-11__14_11_16_021781,processed_video\Video1\bbox_images\1.0_2025-05-11__14_11_16_021781.jpg,0.7383217811584473,0.9124804731069518
"[536, 364, 576, 400]",2.0,car,2025-05-11__14_11_16_022774,processed_video\Video1\bbox_images\2.0_2025-05-11__14_11_16_022774.jpg,0.6598717570304871,0.6920862276648777
"[372, 414, 444, 469]",3.0,car,2025-05-11__14_11_16_023775,processed_video\Video1\bbox_images\3.0_2025-05-11__14_11_16_023775.jpg,0.7326151728630066,0.5344324154111535
"[988, 197, 1278, 289]",4.0,train,2025-05-11__14_11_16_024909,processed_video\Video1\bbox_images\4.0_2025-05-11__14_11_16_024909.jpg,0.6034647822380066,0.0
"[562, 317, 595, 345]",5.0,car,2025-05-11__14_11_16_025928,processed_video\Video1\bbox_images\5.0_2025-05-11__14_11_16_025928.jpg,0.4997008442878723,0.5916539456539142
"[273, 379, 359, 453]",6.0,bus,2025-05-11__14_11_16_026924,processed_video\Video1\bbox_images\6.0_2025-05-11__14_11_16_026924.jpg,0.4042262136936188,-0.0207262689626137
"[674, 298, 696, 313]",7.0,car,2025-05-11__14_11_16_026924,processed_video\Video1\bbox_images\7.0_2025-05-11__14_11_16_026924.jpg,0.2313619554042816,0.2300400249155887
"[437, 288, 500, 342]",8.0,truck,2025-05-11__14_11_16_027930,processed_video\Video1\bbox_images\8.0_2025-05-11__14_11_16_027930.jpg,0.4716469943523407,-0.0465566916848282
"[481, 325, 525, 365]",9.0,car,2025-05-11__14_11_16_028924,processed_video\Video1\bbox_images\9.0_2025-05-11__14_11_16_028924.jpg,0.4210574626922607,0.1435575078357274
"[183, 546, 335, 655]",17.0,car,2025-05-11__14_11_16_030332,processed_video\Video1\bbox_images\17.0_2025-05-11__14_11_16_030332.jpg,0.8256657719612122,0.7962457308657978
"[1, 544, 159, 641]",22.0,car,2025-05-11__14_11_16_031567,processed_video\Video1\bbox_images\22.0_2025-05-11__14_11_16_031567.jpg,0.817051112651825,0.8474580202877459
"[310, 634, 456, 719]",38.0,car,2025-05-11__14_11_16_032583,processed_video\Video1\bbox_images\38.0_2025-05-11__14_11_16_032583.jpg,0.7483541965484619,1.1030242537865609
"[437, 289, 499, 340]",45.0,bus,2025-05-11__14_11_16_033584,processed_video\Video1\bbox_images\45.0_2025-05-11__14_11_16_033584.jpg,0.3209856152534485,-0.0330293332795029
